date_time,deposited,withdrawn,net_deposit,accumulated_deposited,accumulated_withdrawn,accumulated_net_deposited
2024-01-08,639,639.49870821298,-0.49870821297997736,8269.632331050947,1074.8086449855746,7194.823686065371
2024-01-07,8,0,8,7630.632331050946,435.3099367725947,7195.322394278351
2024-01-06,26.719353142470002,7.98935314247,18.730000000000004,7622.632331050946,435.3099367725947,7187.322394278351
2024-01-05,87.437581454,0,87.437581454,7595.912977908476,427.3205836301247,7168.592394278351
2024-01-04,358.39,10.493642378759999,347.89635762124,7508.475396454476,427.3205836301247,7081.154812824351
2024-01-03,18.39,0,18.39,7150.085396454476,416.8269412513647,6733.258455203111
2024-01-02,4.75,0,4.75,7131.6953964544755,416.8269412513647,6714.868455203111
2024-01-01,8.39,0,8.39,7126.9453964544755,416.8269412513647,6710.118455203111
2023-12-31,0,0,0,7118.555396454475,416.8269412513647,6701.728455203111
2023-12-30,0,0,0,7118.555396454475,416.8269412513647,6701.728455203111
2023-12-29,7,7.226782412134724,-0.22678241213472372,7118.555396454475,416.8269412513647,6701.728455203111
2023-12-28,26.8,0,26.8,7111.555396454475,409.60015883923,6701.955237615245
2023-12-27,0,3,-3,7084.755396454475,409.60015883923,6675.155237615245
2023-12-26,0,0,0,7084.755396454475,406.60015883923,6678.155237615245
2023-12-25,62.83298057039,0,62.83298057039,7084.755396454475,406.60015883923,6678.155237615245
2023-12-24,41.6685,36.67627826802,4.992221731980003,7021.922415884085,406.60015883923,6615.322257044855
2023-12-23,0,0,0,6980.2539158840855,369.92388057121,6610.330035312875
2023-12-22,94.9017642298,31,63.901764229799994,6980.2539158840855,369.92388057121,6610.330035312875
2023-12-21,300,0,300,6885.352151654285,338.92388057121,6546.428271083075
2023-12-20,55.17,0,55.17,6585.352151654285,338.92388057121,6246.428271083075
2023-12-19,153.06940131836,4.65448924955,148.41491206881,6530.182151654285,338.92388057121,6191.258271083075
2023-12-18,0,0,0,6377.112750335925,334.26939132166,6042.843359014265
2023-12-17,0,0,0,6377.112750335925,334.26939132166,6042.843359014265
2023-12-16,0,0,0,6377.112750335925,334.26939132166,6042.843359014265
2023-12-15,0,7.96684155072,-7.96684155072,6377.112750335925,334.26939132166,6042.843359014265
2023-12-14,56.08832231999998,0,56.08832231999998,6377.112750335925,326.30254977094,6050.810200564985
2023-12-13,0,0,0,6321.024428015925,326.30254977094,5994.721878244985
2023-12-12,95.47186673448999,114.3811049058,-18.909238171310008,6321.024428015925,326.30254977094,5994.721878244985
2023-12-11,338.96425205912,22.0054380371,316.95881402201996,6225.552561281435,211.92144486514,6013.631116416295
2023-12-10,4,0,4,5886.588309222316,189.91600682804,5696.672302394275
2023-12-09,117.80290407718,0,117.80290407718,5882.588309222316,189.91600682804,5692.672302394275
2023-12-08,56.32141318727999,0,56.32141318727999,5764.785405145136,189.91600682804,5574.869398317095
2023-12-07,68.07441303600001,0,68.07441303600001,5708.463991957856,189.91600682804,5518.547985129815
2023-12-06,25,0,25,5640.389578921856,189.91600682804,5450.473572093815
2023-12-05,166.56,0,166.56,5615.389578921856,189.91600682804,5425.473572093815
2023-12-04,0,0,0,5448.8295789218555,189.91600682804,5258.913572093815
2023-12-03,0,0,0,5448.8295789218555,189.91600682804,5258.913572093815
2023-12-02,10,0,10,5448.8295789218555,189.91600682804,5258.913572093815
2023-12-01,215.38,9.91631782524,205.46368217475998,5438.8295789218555,189.91600682804,5248.913572093815
2023-11-30,0,0,0,5223.449578921855,179.9996890028,5043.449889919055
2023-11-29,0,0,0,5223.449578921855,179.9996890028,5043.449889919055
2023-11-28,200.39,0,200.39,5223.449578921855,179.9996890028,5043.449889919055
2023-11-27,99.87,0,99.87,5023.059578921855,179.9996890028,4843.0598899190545
2023-11-26,102.72,3,99.72,4923.189578921855,179.9996890028,4743.189889919055
2023-11-25,0,0,0,4820.469578921855,176.9996890028,4643.469889919054
2023-11-24,674.176,0,674.176,4820.469578921855,176.9996890028,4643.469889919054
2023-11-23,100,0,100,4146.2935789218545,176.9996890028,3969.293889919054
2023-11-22,172.29,0,172.29,4046.2935789218545,176.9996890028,3869.293889919054
2023-11-21,66.00999999999999,0,66.00999999999999,3874.0035789218546,176.9996890028,3697.003889919054
2023-11-20,0,0,0,3807.9935789218544,176.9996890028,3630.9938899190543
2023-11-19,8.29,0,8.29,3807.9935789218544,176.9996890028,3630.9938899190543
2023-11-18,0,0,0,3799.7035789218544,176.9996890028,3622.7038899190543
2023-11-17,374.28136439723,0,374.28136439723,3799.7035789218544,176.9996890028,3622.7038899190543
