owner,add_num,remove_num,net_add_num
0x517eb124b32fa4b7f69e186d2ec468382701c0c4,3,0,3
0x546892857a0328101379572db7e2a8e88ddbba69,3,0,3
0x17a540bae5b80b01994394941fe75e219fb1b338,3,0,3
0xf3bb82ea0d20d8ad8116e55d0fec421804919b06,3,0,3
0x9b851394c97b9dffd395a505b58e731ed68e619a,4,2,2
0x2ae42eafcc2c1ef9fb38a1950adbf1449f759ebb,2,0,2
0x87a785f2670c3c0258c0a94a6881d71cdbb3e255,2,0,2
0xc6c548e6edddcabc65e1ccd002098048f2c08560,2,0,2
0x755e6bde6aa5d48a16c3c12764bc2615bff4f656,2,0,2
0x3e1fb84db94e326887ab9c6bedaf5060924c39f8,8,6,2
0x2d500166d5422c9b9db58320d3174c931f280a6d,2,0,2
0xc513f38b2a6457e75c6de1f95b60f9f318a34ed4,2,0,2
0xf61c0c1a0ce15ddaa43c7c75474cf7dcd601d303,2,0,2
0x7890c96dd73b8f946fba0bace9d5a09b02bff354,2,0,2
0x3a92b3ba202d745593ce1c10c383c3da7709d9f2,2,0,2
0x4daa255c132a35cfd4048f93fc29c3581dafcbe8,6,4,2
0x2afefdd2cb0cb941b90c451998578a5d1deedfe8,2,0,2
0xf4ce57d8fd99005fd6349b27904f6b1a32d46f03,2,0,2
0x2e9607d31161149073a64428cf1e8b56ad32e578,2,0,2
0x5fc7f78e05522c93681cd2631d3ecda9324b02ab,2,0,2
0x28aadb5578a4cb0d9ab11b95fe3d4fc0729a9a3c,3,1,2
0x48bf54b70b9d560d009c26d7aec9a6f8178c2e31,2,0,2
0xdbbc8499614fcafb958829bd3143384ceb59779e,2,0,2
0x4d0ce7654b8594173dee29e2bde124cf9d299573,2,0,2
0xf46594145288d4dc9e5ccfa6a15a7367a2f9ec08,3,1,2
0xcbdb9b6f97b6de51bbe7962e005ab1dfaa2ca104,4,2,2
0xdf804557b8ef13c4b3b8bb3e36375893492ca0a7,2,0,2
0x1235d443a97cdf86870286cfb241897d02673aa2,3,1,2
0x26fd2ec5db4f214aa7ada7d134afee1d3fae90b7,2,0,2
0x5c35c33ec6ac7ef19ba6eb01905ec58b144b3ff2,2,0,2
0x2a9212fc9e60872f32561c0d2e1fde5ea32666d9,2,0,2
0x78f490b25c92abad7ed3d5a92e1c59ad2140a4e8,2,0,2
0x716724f67a139d6ccec5b396064b32f187a57e72,2,0,2
0x943a1b677da0ac80f380f08731fae841b1201402,2,0,2
0xe76d4f0b98755b704053940cb035ce0a1ad36160,2,0,2
0xbabce30d9453aed24199862453af00c600c215f6,2,0,2
0x0f9d05c0490459c1be62e2be66d8baa6725b63d2,7,5,2
0xb1b18a165842fd6819598022de837ee2211041c8,2,0,2
0x51c8904e44c8bc69f8854e526c12c543520fb6eb,7,5,2
0x2cef68303e40be7bb3b89b93184368fc5fce6653,2,0,2
0xc7ddb83c1aab91c2fec498e6912b388283da5449,2,0,2
0x071b412e0fb3ab596b2effccc306898227c90c8f,2,0,2
0x0a90ed84161e6a7c565de94e825e2b2a874e70e5,3,1,2
0x5aa3cbaa1363dad6cbb9e002252824574c4cd626,4,2,2
0xc46b21e040520a7ae48905919b6c35fa51340efc,2,0,2
0x3571f39c367edf15c8fa8207c04d5a6f7352b5ac,2,0,2
0xc40b73d7969c3543ff6fb00bf6cba9382f88c5ac,3,1,2
0x49df3cca2670eb0d591146b16359fe336e476f29,2,0,2
0xcbdb978c65b9cfb4439c2502fa4212888a8d58bd,5,3,2
0x877a0d221b7979d72094319062b6ca758db8f4ca,2,0,2
0x057f66b1e1308fa4259631e33ff202d244c8ad9c,1,0,1
0x90bda1040343dd954e12bb9b2ecd227231917ae6,1,0,1
0x075ce5e33af6edf3115d5141a2beaa82258e23b1,1,0,1
0xe5c219439397afc9e92f578dec560071108bd64e,1,0,1
0xc795954bbd35c4a05f137747ccc389d8d8269620,2,1,1
0x0d6b32ba902e94bc535a305aafd6259c979f915f,1,0,1
0x09a01a4cc5b0ec8d606ea3b42bbec7145173bace,2,1,1
0x51ea5791045fcb0c74308e15ca7db2c7ee29a4e3,1,0,1
0x66346d67e28ab62e1d1fff4d96fbe4684f6a1d37,1,0,1
0x8308964da9ed5d2e8012023d7c7ef02f9e6438c7,1,0,1
0x3cb673783b7f383afc87d9e39e9b44f86cfd1b08,1,0,1
0xf50e040867b20cf4fa8a311a620b076a397771a5,1,0,1
0x3155906696eff2aa3a1116e8ce602ea81d662187,1,0,1
0xf2c77f6376999ec5807cbd991089fc4e13fa509a,1,0,1
0xb6dc4a127aba23dccba62cdcc7c7bf381ef48261,1,0,1
0x8d1039352aa4f98afcaa80fa1308770484077447,1,0,1
0xaf31c894ea3b3a2a6d6a2d2955b5f07b4acf7d50,1,0,1
0x9f8fdab46499409c55994fe4a497c581767764fd,1,0,1
0xf182fc9dcd2b6834ed01f92d1b1725e6aeaf3501,3,2,1
0xddbe1d6a0943994e13df4e3039872d787aa4550a,1,0,1
0xbff7744e1a686dec4fcc26f4d4d1746dda4accdb,2,1,1
0xc60f594d7f549631d999c960ce76bc572be3fe83,1,0,1
0x6d89b65afe3293b65ad9e12ec47e6e21083ad03c,1,0,1
0xc4cddca5518d71d4ce2ce0cb4801e3da9d2e2389,1,0,1
0xaf26882699138ddf19fd15920f74d7790fc3b8a4,1,0,1
0xa4baa057d950993b417454212ac0121d95b5788f,1,0,1
0x55b724d8d70ad384d71c24693312fb6ff91ce9b3,1,0,1
0xdbef9b0a75732966c61b014e8471d5dd7c215e0f,1,0,1
0x9393d728c99d7649e9084fc60b35bd888c8bbc8a,1,0,1
0x7b2116380f3bf546d4df4c0d775eae5f83e6ab33,2,1,1
0xdccab9ba659f41e8a1d5a02e90652c4c801a6f38,1,0,1
0x72a43a024d16bb19a7e77d212ed7d87f1ef87fb3,1,0,1
0x9934ce3d368f320efdc26c8ece543b8c7fef026e,6,5,1
0xe1b2308852f0e85d9f23278a6a80131ac8901dbf,2,1,1
0x9b0d0571d39cf62dabc905c3892c32fa578defc2,1,0,1
0x704eaf9fcbdce0ec8e62427edb30e1e11c3f10ee,1,0,1
0xe533611c8cf37a8ef5ba1d329f58edb5228c9017,1,0,1
0x477e8cceafc3771408d653990809df135d996c07,2,1,1
0xffdd59356efb86e2b5bba9d429a9fe0bf43873ec,1,0,1
0xc78aeadee94130a6ac672245f370090be4dddeca,1,0,1
0x6c41bd55e8adb36ed321c8b8cbe1bc5c2c3337d0,1,0,1
0x70cc4c8ded041a9364317392ef8b9af9dc8e971b,3,2,1
0xafcd671075802ca0c201438257a28a2bf3c2a879,1,0,1
0x455e6a4b658816869073b5f80ff8ed4106289fe7,1,0,1
0xf27a63071354a265a8c7ee89c3ca9cb4660ac170,1,0,1
0xcf24290c4df024d5f3a051faf527dfa7232bb5d2,1,0,1
0x19dc3061c2243a34c9e54deccbabecf784ce0682,1,0,1
0xb4084f25dfcb2c1bf6636b420b59eda807953769,27,26,1
0x62ed4ba793f2d4295e657b2ea808d8e868462de6,1,0,1
0x3bccc225ab8877dfd8b0c65fe7fbefb99b0129ee,3,2,1
0x53dd8662eb9b49ee9f9f872635027fe9845f51f2,1,0,1
0xd47450a4e93c201aa50a5053ace8a296da95f905,1,0,1
0xcdb35fe42e19860b061ba6d1d85ce12c8f491ddf,1,0,1
0x26fa5d18edc3fe6acb93aea3ebef27d2b8c4b369,1,0,1
0x3d82469b3c9cc5d09ef4fede9148e9c2f186feb7,1,0,1
0x01f959146edf9e2b044e3a1a82dada5b7a3b756f,1,0,1
0x206bae526ce8a6a005bc366459cb9a39b2636446,1,0,1
0xac2e41127a2838eb8d0c35cbb35c3c2a8a8c135d,1,0,1
0x97d567eaea7970f3d8ff87f3c68f5c598dec7f7f,1,0,1
0x7d926c24dd098a5886e6aae6581ddd3c62c16916,1,0,1
0x76cd5002ae77a8596c54e97be866e79eb890a895,2,1,1
0xe9c95324ece4603ca4e0072b89030a034cdb558d,1,0,1
0x9e9b391344917d88d3eeb9144089dc8f72f42583,1,0,1
0x92ce36c97d485d3314815cad99c2fd2bc916a331,1,0,1
0x1eae1d8d060ddd478c93e0ab4a848d482b8b414a,1,0,1
0xfeb8ec78b840d4704b923264368707e21f1341d7,1,0,1
0x3187a42658417a4d60866163a4534ce00d40c0c8,1,0,1
0xc4d3c42cd7ee53bc7a823917a0b1bcf5347aa450,1,0,1
0x0f75014f11b6e31740ad62ae9388bfe4b95b62a5,1,0,1
0xf43e1152b20b99bfac44f58cd026194c81e1c622,1,0,1
0x93fd52ceb1e0cbce0e00fc8e6a585fa6660d3389,1,0,1
0x4a7f39f2f19adc548e991b8f7c17019724ff012e,2,1,1
0x5fdb903ad91d082d9def9707cccda78e4900d10b,57,56,1
0x1ed61d80bc08fc103eb7d6149477959abee242b9,1,0,1
0x36b70790eda400a74363d576090209cffd5a01fa,2,1,1
0x170b5fd859f8f4c470b8fdb845c46e696428e252,1,0,1
0x7188d41ea11abf3e95040ba1823e861a62644ac2,1,0,1
0x96d91d9d33812e49382695d15ae962b7c76cb541,1,0,1
0xb514e543c158ff89c7c13cfa966d8770a68a1ce1,1,0,1
0xbff2351dd03c1601e663b04b23dec1ab647b2e0f,1,0,1
0x236b76e5d51a622923619095bd464fc536b6fd32,3,2,1
0x68f9e0d012c707d2ff491b167ce645bee304ddce,1,0,1
0x5a0e232353c6ae7a1be958b313318028cc97595a,2,1,1
0x2e5821be2eb44eb21605bb392fc8592307f1254f,1,0,1
0xa8eb8efeacf45623816eb2d1b1653bac4245a358,1,0,1
0x9ac31a1f577f1aa950aaba5be67ea08fbee4e53c,1,0,1
0x8c785d2326a9cc22d4bedab089cbe351ae40c3ae,1,0,1
0x411fa6e02e08d0dd0db3b9167f8c349039288954,2,1,1
0x2d72307f1306f27bf0a8092b9bcc47dff03a3b97,1,0,1
0xfaa3a6da9d01310306b4361a3fc7188e4117c846,1,0,1
0xcf6ddfa5d4b43ada7ba78a43e0703d912db3209c,2,1,1
0x828aa1b27c11c02a0ede2261299d64fb1447858f,1,0,1
0x6bf2a52951d87003c55ce7235c4c821416275aaa,1,0,1
0x485af6ea7bcfe312b4d34969d1da1ad1a7014c9c,1,0,1
0xb3b1a1193a0b7b48b46efc3c86b614b152c257d5,1,0,1
0x9f16bbe53cd85e44d5e83caf7421316f7e81c8cf,1,0,1
0xc101c69340feb4d0c474bf8fc34f5266f3de8a15,1,0,1
0x661353fef8fd7c2f1fe3766c40e221b13b852708,1,0,1
0x9dd12e8a18fe70a889c7d27ac49623c2942c5b00,1,0,1
0xb1490d3c5550b387be281d680b1d3bce1a2d9c27,1,0,1
0xce5d1d7ca7bb26d3dadc68b24ea8fdaa387f3eab,20,19,1
0x38fae6ddc44789a9e47c8ab43b232f6a0534aadf,2,1,1
0x6ee86d136fac60478688009a4192f59570696bb2,1,0,1
0xf46dd589e4ce2ca982be9ff12f41daba56aa7a9c,1,0,1
0xf0e252e6a04d66500e6f5b5a9e7b4235a37fb89e,1,0,1
0x9a3d85d03d5b1e1b1ae179e4ae51232c5a2b918f,1,0,1
0x7dc028d840923ecfa8a1c088700e474e3214b52f,1,0,1
0x65af50349a91596c14059604fee006a4dcce5dd1,1,0,1
0x57511688c0ca7cc7c25b90ae51c62b64652136ac,1,0,1
0x6484f82d0e14d734d3dfb179c584f660cece5c9c,1,0,1
0x20a0a9652f308b7177cc6bbe88ff600c088d0290,3,2,1
0x34fba3bfbbbbaaf8cf1aa555a599f067957b61a7,1,0,1
0x1bd7dd9b3e79585cce802da1be9b052917c53f91,1,0,1
0xdba1247a7f22f497660f2e058742ede8dc630d12,1,0,1
0x19dda3e9916854f4ad51b8f07457c8d5ce1c4c8b,1,0,1
0xddb50ffdba4d89354e1088e4ea402de895562173,1,0,1
0xc799be8de03f20b2d3b101e6f6516d614e6ffe06,5,4,1
0x5360b7a71db9aa771ffb99ff2640429a9ad52000,1,0,1
0x20313af216272eff3285cdc0be862fa9ae3a0ca3,1,0,1
0x703a8596b8c2cf56c23258fa2468470cb40e839f,1,0,1
0xc7fb2f77a36ef1ed2b1bf34c999e349c0e6b4d42,1,0,1
0x340f53278f38a933427bbf1681930ef060194857,2,1,1
0xd47446a3998ab6335ed7a70e8d3b3203bcbb9490,1,0,1
0xe20b1678ae31e02a1b16693852328c77a4913b72,2,1,1
0xcba5de40fa3739089ffc76780ac96ec0dfe297ff,1,0,1
0x3d9086b082124804eca230903093251a118bcedc,2,1,1
0x9706f6566e688ff00eb25cf67f8e09fcb07e6f84,2,1,1
0x65fbba51057697b73e3349eeebe2b5f75df377d5,1,0,1
0xee9263e44ad75a020e7e3d964105b3f0afe7df61,1,0,1
0x79b1576248c1799f70a5e09c7374863fd3e56b2b,1,0,1
0x17f2c0abe67c5157f2ed01ae95bc75f0f5a59f96,1,0,1
0xcdf645a70d9c56b708dcf9ed5093c9dd55ab17e2,1,0,1
0x3853d790430add6ac2bd2ad8c4308c0d3803a850,1,0,1
0x8aa7f7707c9b2d5cadb629d6d12216e68b9a18c9,1,0,1
0x2ed86e5c9c6417eb339686f50bb57d54194adb2f,1,0,1
0xa48c07aece0cfe98192702fb5ea582e719906430,1,0,1
0xa04d1171435cffc79cfd07aff988417ed56b3653,1,0,1
0x441fe4cf17bc641a0acc9217f64b1e17eab13578,1,0,1
0x88178386a5dc64eca6c357014394bdda76acdb15,1,0,1
0xbedd835d1fd610172117cb2c474a1b84b56a12aa,1,0,1
0x6a652546b9aafb0ebf1a32e8b43c6c7ec95d40f7,1,0,1
0x1e8e9a83aba75ca366300bda64e2a28daa1528ce,2,1,1
0x2de689a1efea6257dd28326b8a5a28230c679114,1,0,1
0xa6372645f06ffda3b6df3612e04118ff307f23a3,1,0,1
0x4699f21ab42f57db08e5388f7209cd4050e3c84f,1,0,1
0xd908c17b49f1c25905a3896f60f50f8ee871bfba,1,0,1
0x9f20249767e2049b8819943621e38def1f3ec34c,1,0,1
0x7153cad53deb0d570453dcbc859c3fae683cd277,1,0,1
0x20a05ae8efe1eb91be0cd07356bc20eda9c2e298,1,0,1
0xffbac45a3709516c12a7fea3fcc2c6e7dcc32463,2,1,1
0x6de6a719dac82532847c76260b3257e6eefae740,1,0,1
0x0f4e73f02e2b78f424a8e3f8e8553761c305f4d1,1,0,1
0x955432cc615933552835b0f5dee345c227998acf,1,0,1
0xd5b35109775c066515a1c6bd6e4a40b5dedbd2a1,157,157,0
0xdc122d5bd60d3dc196bd60d0d5519ce283e2d49c,3,3,0
0x1bd953b21a0d1ed1a6de09421d99b19372c053b7,2,2,0
0x0a7235a35626d20ed5fcc4b0fd9fa8aa6a29d262,1,1,0
0x8c7704eab89beff49e4f550a70fe5b9d98a9ec16,4,4,0
0x9ee3435b9c390d5cabba8dec5ded1356a3968607,9,9,0
0x6a3f6d4de1f891e776ac0a1e57d46bbba3b0cada,1,1,0
0xe639db22acfda28fd121b3d5f6720d7f1f033e1b,1,1,0
0x1d8ccd3af672e9b09511574cf65795ad56be4589,15,15,0
0x784aabd85bfe163c3cf2aa04d6d47d6edaa7585e,1,1,0
0xa602d90fd2834e87ecda28916bc0e1c2837e4857,1,1,0
0x525c9c957f6b5796d0521b5c04313a8466e2a4c1,1,1,0
0x944991724cfa9e218f73ba03608913da9a21f9b7,1,1,0
0x338ef19fa2ec0fc4d1277b1307a613fa1fbbc0cb,3,3,0
0xd4a2830b17adfe3eadde36d6fef034c556a835fb,28,28,0
0x864476c5db200e3d13e70b72d75f1d3d0f5947e3,1,1,0
0x681645f7de8fc17692134d0758f0a56afaa811c7,8,8,0
0x89daf50b887ef9cf8965eb18b6bcc9c7465c4ccc,16,16,0
0x18169ee0ced9aa744f3cd01adc6e2eb2e8fb0087,41,41,0
0xd558eadafabbcd3a737ac91c49d5f31657b5b9fd,1,1,0
0xa9b77398739611f811fde977aa6fdd0e8341fcd3,1,1,0
0x126486199938e7c99426f81cee17d862259ef88a,1,1,0
0x196377693e54e8e4cb21f7599613d6c881e34d26,3,3,0
0xe8ff38a8f6460300bbdefe27ecf6badd97552c0b,3,3,0
0xa8d7f201936eae4d51095ed70d36f06fdc91dc4d,43,43,0
0x5071e29f49f9b008267d2ed76d54b32d91695cde,3,3,0
0x3aeff3f754770337c6ca92dbc3de0f59a018c316,2,2,0
